occurtime,power
2021-01-17_23:10:00,3.21
2021-01-17_23:15:00,3.52
2021-01-17_23:20:00,3.52
2021-01-17_23:25:00,3.52
2021-01-17_23:30:00,3.52
2021-01-17_23:35:00,3.44
2021-01-17_23:40:00,3.44
2021-01-17_23:45:00,3.44
2021-01-17_23:50:00,3.44
2021-01-17_23:55:00,3.43
2021-01-18_00:00:00,3.44
2021-01-18_00:05:00,3.42
2021-01-18_00:10:00,3.17
2021-01-18_00:15:00,3.38
2021-01-18_00:20:00,3.4
2021-01-18_00:25:00,3.4
2021-01-18_00:30:00,3.37
2021-01-18_00:35:00,3.38
2021-01-18_00:40:00,3.44
2021-01-18_00:45:00,3.52
2021-01-18_00:50:00,3.4
2021-01-18_00:55:00,3.38
2021-01-18_01:00:00,3.38
2021-01-18_01:05:00,3.38
2021-01-18_01:10:00,3.34
2021-01-18_01:15:00,3.39
2021-01-18_01:20:00,3.4
2021-01-18_01:25:00,3.41
2021-01-18_01:30:00,3.4
2021-01-18_01:35:00,3.44
2021-01-18_01:40:00,3.44
2021-01-18_01:45:00,3.4
2021-01-18_01:50:00,3.44
2021-01-18_01:55:00,3.44
2021-01-18_02:00:00,3.36
2021-01-18_02:05:00,3.4
2021-01-18_02:10:00,3.41
2021-01-18_02:15:00,3.42
2021-01-18_02:20:00,3.42
2021-01-18_02:25:00,3.44
2021-01-18_02:30:00,3.44
2021-01-18_02:35:00,3.44
2021-01-18_02:40:00,3.44
2021-01-18_02:45:00,3.44
2021-01-18_02:50:00,3.44
2021-01-18_02:55:00,3.44
2021-01-18_03:00:00,3.52
2021-01-18_03:05:00,3.44
2021-01-18_03:10:00,3.44
2021-01-18_03:15:00,3.44
2021-01-18_03:20:00,3.39
2021-01-18_03:25:00,3.42
2021-01-18_03:30:00,3.36
2021-01-18_03:35:00,3.44
2021-01-18_03:40:00,3.44
2021-01-18_03:45:00,3.44
2021-01-18_03:50:00,3.44
2021-01-18_03:55:00,3.52
2021-01-18_04:00:00,3.76
2021-01-18_04:05:00,3.44
2021-01-18_04:10:00,3.44
2021-01-18_04:15:00,3.44
2021-01-18_04:20:00,3.44
2021-01-18_04:25:00,3.4
2021-01-18_04:30:00,3.41
2021-01-18_04:35:00,3.44
2021-01-18_04:40:00,3.44
2021-01-18_04:45:00,3.44
2021-01-18_04:50:00,3.44
2021-01-18_04:55:00,3.44
2021-01-18_05:00:00,3.44
2021-01-18_05:05:00,3.52
2021-01-18_05:10:00,3.52
2021-01-18_05:15:00,3.44
2021-01-18_05:20:00,3.44
2021-01-18_05:25:00,3.84
2021-01-18_05:30:00,3.52
2021-01-18_05:35:00,3.31
2021-01-18_05:40:00,3.44
2021-01-18_05:45:00,3.44
2021-01-18_05:50:00,3.44
2021-01-18_05:55:00,3.52
2021-01-18_06:00:00,3.44
2021-01-18_06:05:00,3.44
2021-01-18_06:10:00,3.44
2021-01-18_06:15:00,3.44
2021-01-18_06:20:00,3.44
2021-01-18_06:25:00,3.44
2021-01-18_06:30:00,3.44
2021-01-18_06:35:00,3.44
2021-01-18_06:40:00,3.44
2021-01-18_06:45:00,3.44
2021-01-18_06:50:00,3.44
2021-01-18_06:55:00,3.44
2021-01-18_07:00:00,3.44
2021-01-18_07:05:00,3.44
2021-01-18_07:10:00,3.44
2021-01-18_07:15:00,3.44
2021-01-18_07:20:00,3.44
2021-01-18_07:25:00,3.6
2021-01-18_07:30:00,3.44
2021-01-18_07:35:00,3.52
2021-01-18_07:40:00,3.44
2021-01-18_07:45:00,3.52
2021-01-18_07:50:00,3.52
2021-01-18_07:55:00,3.44
2021-01-18_08:00:00,3.44
2021-01-18_08:05:00,3.44
2021-01-18_08:10:00,3.44
2021-01-18_08:15:00,3.44
2021-01-18_08:20:00,3.52
2021-01-18_08:25:00,3.52
2021-01-18_08:30:00,3.52
2021-01-18_08:35:00,3.52
2021-01-18_08:40:00,3.44
2021-01-18_08:45:00,3.44
2021-01-18_08:50:00,3.44
2021-01-18_08:55:00,3.44
2021-01-18_09:00:00,3.44
2021-01-18_09:05:00,3.44
2021-01-18_09:10:00,3.44
2021-01-18_09:15:00,3.44
2021-01-18_09:20:00,3.44
2021-01-18_09:25:00,3.44
2021-01-18_09:30:00,3.44
2021-01-18_09:35:00,3.44
2021-01-18_09:40:00,3.44
2021-01-18_09:45:00,3.44
2021-01-18_09:50:00,3.52
2021-01-18_09:55:00,3.44
2021-01-18_10:00:00,3.44
2021-01-18_10:05:00,3.44
2021-01-18_10:10:00,3.52
2021-01-18_10:15:00,3.44
2021-01-18_10:20:00,3.44
2021-01-18_10:25:00,3.44
2021-01-18_10:30:00,3.44
2021-01-18_10:35:00,3.52
2021-01-18_10:40:00,3.52
2021-01-18_10:45:00,3.44
2021-01-18_10:50:00,3.44
2021-01-18_10:55:00,3.44
2021-01-18_11:00:00,3.52
2021-01-18_11:05:00,3.44
2021-01-18_11:10:00,3.44
2021-01-18_11:15:00,3.44
2021-01-18_11:20:00,3.52
2021-01-18_11:25:00,3.44
2021-01-18_11:30:00,3.52
2021-01-18_11:35:00,3.44
2021-01-18_11:40:00,3.44
2021-01-18_11:45:00,3.44
2021-01-18_11:50:00,3.52
2021-01-18_11:55:00,3.44
2021-01-18_12:00:00,3.44
2021-01-18_12:05:00,3.38
2021-01-18_12:10:00,3.52
2021-01-18_12:15:00,3.44
2021-01-18_12:20:00,3.44
2021-01-18_12:25:00,3.44
2021-01-18_12:30:00,3.44
2021-01-18_12:35:00,3.44
2021-01-18_12:40:00,3.44
2021-01-18_12:45:00,3.44
2021-01-18_12:50:00,3.38
2021-01-18_12:55:00,3.52
2021-01-18_13:00:00,3.44
2021-01-18_13:05:00,3.44
2021-01-18_13:10:00,3.52
2021-01-18_13:15:00,3.44
2021-01-18_13:20:00,3.44
2021-01-18_13:25:00,3.52
2021-01-18_13:30:00,3.44
2021-01-18_13:35:00,3.44
2021-01-18_13:40:00,3.44
2021-01-18_13:45:00,3.44
2021-01-18_13:50:00,3.41
2021-01-18_13:55:00,3.41
2021-01-18_14:00:00,3.42
2021-01-18_14:05:00,3.38
2021-01-18_14:10:00,3.36
2021-01-18_14:15:00,3.4
2021-01-18_14:20:00,3.39
2021-01-18_14:25:00,3.36
2021-01-18_14:30:00,3.52
2021-01-18_14:35:00,3.44
2021-01-18_14:40:00,3.44
2021-01-18_14:45:00,3.44
2021-01-18_14:50:00,3.44
2021-01-18_14:55:00,3.44
2021-01-18_15:00:00,3.44
2021-01-18_15:05:00,3.44
2021-01-18_15:10:00,3.44
2021-01-18_15:15:00,3.44
2021-01-18_15:20:00,3.44
2021-01-18_15:25:00,3.44
2021-01-18_15:30:00,3.44
2021-01-18_15:35:00,3.44
2021-01-18_15:40:00,3.52
2021-01-18_15:45:00,3.44
2021-01-18_15:50:00,3.52
2021-01-18_15:55:00,3.44
2021-01-18_16:00:00,3.52
2021-01-18_16:05:00,3.6
2021-01-18_16:10:00,3.44
2021-01-18_16:15:00,3.44
2021-01-18_16:20:00,3.44
2021-01-18_16:25:00,3.44
2021-01-18_16:30:00,3.44
2021-01-18_16:35:00,3.44
2021-01-18_16:40:00,3.44
2021-01-18_16:45:00,3.44
2021-01-18_16:50:00,3.52
2021-01-18_16:55:00,3.44
2021-01-18_17:00:00,3.44
2021-01-18_17:05:00,3.42
2021-01-18_17:10:00,3.31
2021-01-18_17:15:00,3.52
2021-01-18_17:20:00,3.44
2021-01-18_17:25:00,3.52
2021-01-18_17:30:00,3.44
2021-01-18_17:35:00,3.52
2021-01-18_17:40:00,3.44
2021-01-18_17:45:00,3.44
2021-01-18_17:50:00,3.31
2021-01-18_17:55:00,3.36
2021-01-18_18:00:00,38.08
2021-01-18_18:05:00,55.2
2021-01-18_18:10:00,81.52
2021-01-18_18:15:00,42.0
2021-01-18_18:20:00,215.76
2021-01-18_18:25:00,70.48
2021-01-18_18:30:00,1853.28
2021-01-18_18:35:00,1771.04
2021-01-18_18:40:00,1959.92
2021-01-18_18:45:00,78.4
2021-01-18_18:50:00,66.08
2021-01-18_18:55:00,81.44
2021-01-18_19:00:00,81.6
2021-01-18_19:05:00,84.32
2021-01-18_19:10:00,6.16
2021-01-18_19:15:00,221.92
2021-01-18_19:20:00,6.08
2021-01-18_19:25:00,223.84
2021-01-18_19:30:00,5.76
2021-01-18_19:35:00,66.24
2021-01-18_19:40:00,192.24
2021-01-18_19:45:00,3.76
2021-01-18_20:00:00,3.6
2021-01-18_20:05:00,3.52
2021-01-18_20:10:00,1886.8
2021-01-18_20:15:00,1950.0
2021-01-18_20:20:00,31.2
2021-01-18_20:25:00,195.12
2021-01-18_20:30:00,6.32
2021-01-18_20:35:00,6.24
2021-01-18_20:40:00,1987.28
2021-01-18_20:45:00,1955.28
2021-01-18_20:50:00,2010.56
2021-01-18_20:55:00,1857.2
2021-01-18_21:00:00,2022.4
2021-01-18_21:05:00,1996.64
2021-01-18_21:10:00,121.28
2021-01-18_21:15:00,121.12
2021-01-18_21:20:00,6.08
2021-01-18_21:25:00,118.8
2021-01-18_21:30:00,106.24
2021-01-18_21:35:00,134.16
2021-01-18_21:40:00,114.0
2021-01-18_21:45:00,5.92
2021-01-18_21:50:00,117.6
2021-01-18_21:55:00,122.08
2021-01-18_22:00:00,9.76
2021-01-18_22:05:00,114.08
2021-01-18_22:10:00,6.08
2021-01-18_22:15:00,120.4
2021-01-18_22:20:00,20.8
2021-01-18_22:25:00,11.92
2021-01-18_22:30:00,166.96
2021-01-18_22:35:00,236.16
2021-01-18_22:40:00,6.08
2021-01-18_22:45:00,74.4
2021-01-18_22:50:00,17.2
2021-01-18_22:55:00,29.68
2021-01-18_23:00:00,6.08
2021-01-18_23:05:00,45.44
2021-01-18_23:10:00,258.32
2021-01-18_23:15:00,144.4
2021-01-18_23:20:00,345.44
2021-01-18_23:25:00,265.44
2021-01-18_23:30:00,356.4
2021-01-18_23:35:00,23.44
2021-01-18_23:40:00,3.68
2021-01-18_23:45:00,3.44
2021-01-18_23:55:00,3.39
2021-01-19_00:00:00,3.44
2021-01-19_00:05:00,3.36
2021-01-19_00:10:00,3.42
2021-01-19_00:15:00,3.37
2021-01-19_00:20:00,3.36
2021-01-19_00:25:00,3.44
2021-01-19_00:30:00,3.52
2021-01-19_00:35:00,3.42
2021-01-19_00:40:00,3.44
2021-01-19_00:45:00,3.44
2021-01-19_00:50:00,3.35
2021-01-19_00:55:00,3.44
2021-01-19_01:00:00,3.44
2021-01-19_01:05:00,3.76
2021-01-19_01:10:00,3.52
2021-01-19_01:15:00,3.44
2021-01-19_01:20:00,3.44
2021-01-19_01:25:00,3.44
2021-01-19_01:30:00,3.52
2021-01-19_01:35:00,3.44
2021-01-19_01:40:00,3.44
2021-01-19_01:45:00,3.52
2021-01-19_01:50:00,3.44
2021-01-19_01:55:00,3.44
2021-01-19_02:00:00,3.44
2021-01-19_02:05:00,3.41
2021-01-19_02:10:00,3.44
2021-01-19_02:15:00,3.42
2021-01-19_02:20:00,3.44
2021-01-19_02:25:00,3.44
2021-01-19_02:30:00,3.44
2021-01-19_02:35:00,3.36
2021-01-19_02:40:00,3.44
2021-01-19_02:45:00,3.44
2021-01-19_02:50:00,3.44
2021-01-19_02:55:00,3.44
2021-01-19_03:00:00,3.44
2021-01-19_03:05:00,3.44
2021-01-19_03:10:00,3.35
2021-01-19_03:15:00,3.41
2021-01-19_03:20:00,3.44
2021-01-19_03:25:00,3.42
2021-01-19_03:30:00,3.44
2021-01-19_03:35:00,3.44
2021-01-19_03:40:00,3.34
2021-01-19_03:45:00,3.33
2021-01-19_03:50:00,3.16
2021-01-19_03:55:00,3.36
2021-01-19_04:00:00,3.42
2021-01-19_04:05:00,3.44
2021-01-19_04:10:00,3.6
2021-01-19_04:15:00,11.52
2021-01-19_04:20:00,1795.44
2021-01-19_04:25:00,109.44
2021-01-19_04:30:00,13.36
2021-01-19_04:35:00,142.08
2021-01-19_04:40:00,21.28
2021-01-19_04:45:00,71.76
2021-01-19_04:50:00,3.42
2021-01-19_04:55:00,3.4
2021-01-19_05:00:00,3.3
2021-01-19_05:05:00,3.41
2021-01-19_05:10:00,3.35
2021-01-19_05:15:00,3.44
2021-01-19_05:20:00,3.39
2021-01-19_05:25:00,3.52
2021-01-19_05:30:00,3.42
2021-01-19_05:35:00,3.44
2021-01-19_05:40:00,3.36
2021-01-19_05:45:00,3.44
2021-01-19_05:50:00,3.36
2021-01-19_05:55:00,3.41
2021-01-19_06:00:00,3.44
2021-01-19_06:05:00,3.44
2021-01-19_06:10:00,3.4
2021-01-19_06:15:00,3.44
2021-01-19_06:20:00,3.4
2021-01-19_06:25:00,3.4
2021-01-19_06:30:00,3.52
2021-01-19_06:35:00,3.44
2021-01-19_06:40:00,3.44
2021-01-19_06:45:00,3.44
2021-01-19_06:50:00,3.44
2021-01-19_06:55:00,3.41
2021-01-19_07:00:00,3.44
2021-01-19_07:05:00,3.52
2021-01-19_07:10:00,3.44
2021-01-19_07:15:00,3.44
2021-01-19_07:20:00,3.44
2021-01-19_07:25:00,3.44
2021-01-19_07:30:00,3.44
2021-01-19_07:35:00,3.52
2021-01-19_07:40:00,3.44
2021-01-19_07:45:00,3.44
2021-01-19_07:50:00,3.44
2021-01-19_07:55:00,3.52
2021-01-19_08:00:00,3.44
2021-01-19_08:05:00,3.44
2021-01-19_08:10:00,3.52
2021-01-19_08:15:00,3.44
2021-01-19_08:20:00,3.44
2021-01-19_08:25:00,3.44
2021-01-19_08:30:00,3.44
2021-01-19_08:35:00,3.44
2021-01-19_08:40:00,3.44
2021-01-19_08:45:00,3.44
2021-01-19_08:50:00,3.44
2021-01-19_08:55:00,3.44
2021-01-19_09:00:00,3.44
2021-01-19_09:05:00,3.52
2021-01-19_09:10:00,3.44
2021-01-19_09:15:00,3.44
2021-01-19_09:20:00,3.44
2021-01-19_09:25:00,3.44
2021-01-19_09:30:00,3.44
2021-01-19_09:35:00,3.44
2021-01-19_09:40:00,3.52
2021-01-19_09:45:00,3.41
2021-01-19_09:50:00,3.44
2021-01-19_09:55:00,3.44
2021-01-19_10:00:00,3.44
2021-01-19_10:05:00,3.41
2021-01-19_10:10:00,3.44
2021-01-19_10:15:00,3.44
2021-01-19_10:20:00,3.52
2021-01-19_10:25:00,3.52
2021-01-19_10:30:00,3.6
2021-01-19_10:35:00,3.52
2021-01-19_10:40:00,3.52
2021-01-19_10:45:00,3.36
2021-01-19_10:50:00,3.44
2021-01-19_10:55:00,3.41
2021-01-19_11:00:00,3.44
2021-01-19_11:05:00,3.44
2021-01-19_11:10:00,3.44
2021-01-19_11:15:00,3.44
2021-01-19_11:20:00,3.44
2021-01-19_11:25:00,3.44
2021-01-19_11:30:00,3.44
2021-01-19_11:35:00,3.44
2021-01-19_11:40:00,3.44
2021-01-19_11:45:00,3.44
2021-01-19_11:50:00,3.44
2021-01-19_11:55:00,3.44
2021-01-19_12:00:00,3.41
2021-01-19_12:05:00,3.44
2021-01-19_12:10:00,3.44
2021-01-19_12:15:00,3.36
2021-01-19_12:20:00,3.44
2021-01-19_12:25:00,3.44
2021-01-19_12:30:00,3.44
2021-01-19_12:35:00,3.44
2021-01-19_12:40:00,3.44
2021-01-19_12:45:00,3.36
2021-01-19_12:50:00,3.44
2021-01-19_12:55:00,3.44
2021-01-19_13:00:00,3.44
2021-01-19_13:05:00,3.44
2021-01-19_13:10:00,3.44
2021-01-19_13:15:00,3.44
2021-01-19_13:20:00,3.44
2021-01-19_13:25:00,3.44
2021-01-19_13:30:00,3.44
2021-01-19_13:35:00,3.36
2021-01-19_13:40:00,3.44
2021-01-19_13:45:00,3.3
2021-01-19_13:50:00,3.44
2021-01-19_13:55:00,3.44
2021-01-19_14:00:00,3.44
2021-01-19_14:05:00,3.44
2021-01-19_14:10:00,3.44
2021-01-19_14:15:00,3.44
2021-01-19_14:20:00,3.44
2021-01-19_14:25:00,3.6
2021-01-19_14:30:00,3.76
2021-01-19_14:35:00,3.4
2021-01-19_14:40:00,3.44
2021-01-19_14:45:00,3.42
2021-01-19_14:50:00,3.44
2021-01-19_14:55:00,3.35
2021-01-19_15:00:00,3.44
2021-01-19_15:05:00,3.52
2021-01-19_15:10:00,3.44
2021-01-19_15:15:00,3.44
2021-01-19_15:20:00,3.44
2021-01-19_15:25:00,3.44
2021-01-19_15:30:00,3.44
2021-01-19_15:35:00,3.52
2021-01-19_15:40:00,3.4
2021-01-19_15:45:00,3.44
2021-01-19_15:50:00,3.36
2021-01-19_15:55:00,3.44
2021-01-19_16:00:00,3.38
2021-01-19_16:05:00,3.44
2021-01-19_16:10:00,3.36
2021-01-19_16:15:00,2.97
2021-01-19_16:20:00,3.44
2021-01-19_16:25:00,3.44
2021-01-19_16:30:00,3.41
2021-01-19_16:35:00,3.41
2021-01-19_16:40:00,3.44
2021-01-19_16:45:00,3.44
2021-01-19_16:50:00,3.36
2021-01-19_16:55:00,3.44
2021-01-19_17:00:00,3.44
2021-01-19_17:05:00,3.42
2021-01-19_17:10:00,3.44
2021-01-19_17:15:00,3.36
2021-01-19_17:20:00,3.38
2021-01-19_17:25:00,3.44
2021-01-19_17:30:00,3.44
2021-01-19_17:35:00,3.38
2021-01-19_17:40:00,3.44
2021-01-19_17:45:00,3.4
2021-01-19_17:50:00,3.42
2021-01-19_17:55:00,3.44
2021-01-19_18:00:00,3.44
2021-01-19_18:05:00,3.44
2021-01-19_18:10:00,3.44
2021-01-19_18:15:00,3.44
2021-01-19_18:20:00,3.44
2021-01-19_18:25:00,3.44
2021-01-19_18:30:00,3.44
2021-01-19_18:35:00,3.44
2021-01-19_18:40:00,6.4
2021-01-19_18:45:00,93.84
2021-01-19_18:50:00,1812.16
2021-01-19_18:55:00,1814.8
2021-01-19_19:00:00,105.76
2021-01-19_19:05:00,93.84
2021-01-19_19:10:00,93.04
2021-01-19_19:15:00,100.64
2021-01-19_19:20:00,119.04
2021-01-19_19:25:00,31.28
2021-01-19_19:35:00,11.28
2021-01-19_19:40:00,47.04
2021-01-19_19:45:00,176.8
2021-01-19_19:50:00,154.24
2021-01-19_19:55:00,143.84
2021-01-19_20:00:00,3.92
2021-01-19_20:05:00,3.44
2021-01-19_20:10:00,189.52
2021-01-19_20:15:00,8.16
2021-01-19_20:20:00,191.44
2021-01-19_20:25:00,27.92
2021-01-19_20:30:00,3.39
2021-01-19_20:35:00,3.52
2021-01-19_20:40:00,3.37
2021-01-19_20:45:00,3.44
2021-01-19_20:50:00,3.44
2021-01-19_20:55:00,3.44
2021-01-19_21:00:00,3.41
2021-01-19_21:05:00,3.32
2021-01-19_21:10:00,3.43
2021-01-19_21:15:00,3.44
2021-01-19_21:20:00,3.41
2021-01-19_21:25:00,36.64
2021-01-19_21:30:00,121.36
2021-01-19_21:35:00,1796.32
2021-01-19_21:40:00,1802.32
2021-01-19_21:45:00,142.08
2021-01-19_21:50:00,6.16
2021-01-19_21:55:00,135.2
2021-01-19_22:00:00,135.12
2021-01-19_22:05:00,137.04
2021-01-19_22:10:00,142.32
2021-01-19_22:15:00,18.24
2021-01-19_22:20:00,13.52
2021-01-19_22:25:00,127.6
2021-01-19_22:30:00,173.04
2021-01-19_22:35:00,190.64
2021-01-19_22:40:00,8.0
2021-01-19_22:45:00,175.52
2021-01-19_22:50:00,3.68
2021-01-19_22:55:00,3.44
2021-01-19_23:00:00,3.44
2021-01-19_23:05:00,3.44
2021-01-19_23:10:00,3.52
2021-01-19_23:15:00,3.44
2021-01-19_23:20:00,3.44
2021-01-19_23:25:00,3.44
2021-01-19_23:30:00,3.38
2021-01-19_23:35:00,15.92
2021-01-19_23:40:00,190.16
2021-01-19_23:45:00,173.04
2021-01-19_23:50:00,314.48
2021-01-19_23:55:00,3.6
2021-01-20_00:00:00,3.44
2021-01-20_00:05:00,3.41
2021-01-20_00:10:00,3.42
2021-01-20_00:15:00,3.44
2021-01-20_00:20:00,3.44
2021-01-20_00:25:00,3.44
2021-01-20_00:30:00,3.41
2021-01-20_00:35:00,3.44
2021-01-20_00:40:00,3.36
2021-01-20_00:45:00,3.44
2021-01-20_00:50:00,3.44
2021-01-20_00:55:00,3.52
2021-01-20_01:00:00,3.44
2021-01-20_01:05:00,3.44
2021-01-20_01:10:00,3.52
2021-01-20_01:15:00,3.52
2021-01-20_01:20:00,3.52
2021-01-20_01:25:00,3.44
2021-01-20_01:30:00,3.44
2021-01-20_01:35:00,3.44
2021-01-20_01:40:00,3.44
2021-01-20_01:45:00,3.44
2021-01-20_01:50:00,3.44
2021-01-20_01:55:00,3.44
2021-01-20_02:20:00,3.52
2021-01-20_02:25:00,3.44
2021-01-20_02:30:00,3.52
2021-01-20_02:35:00,3.44
2021-01-20_02:40:00,3.44
2021-01-20_02:45:00,3.42
2021-01-20_02:50:00,3.44
2021-01-20_02:55:00,3.44
2021-01-20_03:00:00,3.44
2021-01-20_03:05:00,3.44
2021-01-20_03:10:00,3.52
2021-01-20_03:15:00,3.52
2021-01-20_03:20:00,3.44
2021-01-20_03:25:00,3.36
2021-01-20_03:30:00,3.44
2021-01-20_03:35:00,3.44
2021-01-20_03:40:00,3.44
2021-01-20_03:45:00,3.44
2021-01-20_03:50:00,3.44
2021-01-20_03:55:00,3.44
2021-01-20_04:00:00,3.44
2021-01-20_04:05:00,3.52
2021-01-20_04:10:00,3.44
2021-01-20_04:15:00,3.39
2021-01-20_04:20:00,3.44
2021-01-20_04:25:00,3.42
2021-01-20_04:30:00,3.41
2021-01-20_04:35:00,3.44
2021-01-20_04:40:00,3.44
2021-01-20_04:45:00,3.44
2021-01-20_04:50:00,3.44
2021-01-20_04:55:00,3.44
2021-01-20_05:00:00,3.44
2021-01-20_05:05:00,3.32
2021-01-20_05:10:00,3.44
2021-01-20_05:15:00,3.44
2021-01-20_05:20:00,3.44
2021-01-20_05:25:00,3.44
2021-01-20_05:30:00,3.44
2021-01-20_05:35:00,3.44
2021-01-20_05:40:00,3.44
2021-01-20_05:45:00,3.44
2021-01-20_05:50:00,3.44
2021-01-20_05:55:00,3.44
2021-01-20_06:00:00,3.44
2021-01-20_06:05:00,3.44
2021-01-20_06:10:00,3.44
2021-01-20_06:15:00,3.44
2021-01-20_06:20:00,3.52
2021-01-20_06:25:00,3.44
2021-01-20_06:30:00,3.44
2021-01-20_06:35:00,3.52
2021-01-20_06:40:00,3.44
2021-01-20_06:45:00,3.44
2021-01-20_06:50:00,0.0
2021-01-20_06:55:00,0.0
2021-01-20_07:00:00,0.0
2021-01-20_07:05:00,0.0
2021-01-20_07:10:00,0.0
2021-01-20_07:15:00,0.0
2021-01-20_07:20:00,0.0
2021-01-20_07:25:00,0.0
2021-01-20_07:30:00,0.0
2021-01-20_07:35:00,0.0
2021-01-20_07:40:00,0.0
2021-01-20_07:45:00,0.0
2021-01-20_07:50:00,0.0
2021-01-20_07:55:00,0.0
2021-01-20_08:00:00,0.0
2021-01-20_08:05:00,0.0
2021-01-20_08:10:00,0.0
2021-01-20_08:15:00,0.0
2021-01-20_08:20:00,0.0
2021-01-20_08:25:00,0.0
2021-01-20_08:30:00,0.0
2021-01-20_08:35:00,0.0
2021-01-20_08:40:00,0.0
2021-01-20_08:45:00,0.0
2021-01-20_08:50:00,0.0
2021-01-20_08:55:00,0.0
2021-01-20_09:00:00,0.0
2021-01-20_09:05:00,0.0
2021-01-20_09:10:00,0.0
2021-01-20_09:15:00,0.0
2021-01-20_09:20:00,0.0
2021-01-20_09:25:00,0.0
2021-01-20_09:30:00,0.0
2021-01-20_09:35:00,0.0
2021-01-20_09:40:00,0.0
2021-01-20_09:50:00,0.0
2021-01-20_09:55:00,0.0
2021-01-20_10:00:00,0.0
2021-01-20_10:05:00,0.0
2021-01-20_10:10:00,0.0
2021-01-20_10:15:00,0.0
2021-01-20_10:20:00,0.0
2021-01-20_10:25:00,0.0
2021-01-20_10:30:00,0.0
2021-01-20_10:35:00,0.0
2021-01-20_10:40:00,0.0
2021-01-20_10:45:00,0.0
2021-01-20_10:50:00,0.0
2021-01-20_10:55:00,0.0
2021-01-20_11:00:00,0.0
2021-01-20_11:05:00,0.0
2021-01-20_11:10:00,0.0
2021-01-20_11:15:00,0.0
2021-01-20_11:20:00,0.0
2021-01-20_11:25:00,0.0
2021-01-20_11:30:00,0.0
2021-01-20_11:35:00,0.0
2021-01-20_11:40:00,0.0
2021-01-20_11:45:00,0.0
2021-01-20_11:50:00,0.0
2021-01-20_11:55:00,0.0
2021-01-20_12:00:00,0.0
2021-01-20_12:05:00,0.0
2021-01-20_12:10:00,0.0
2021-01-20_12:15:00,0.0
2021-01-20_12:20:00,0.0
2021-01-20_12:25:00,0.0
2021-01-20_12:30:00,0.0
2021-01-20_12:35:00,0.0
2021-01-20_12:40:00,0.0
2021-01-20_12:45:00,0.0
2021-01-20_12:50:00,0.0
2021-01-20_12:55:00,0.0
2021-01-20_13:00:00,0.0
2021-01-20_13:05:00,0.0
2021-01-20_13:10:00,0.0
2021-01-20_13:15:00,0.0
2021-01-20_13:20:00,0.0
2021-01-20_13:25:00,0.0
2021-01-20_13:30:00,0.0
2021-01-20_13:35:00,0.0
2021-01-20_13:40:00,0.0
2021-01-20_13:45:00,0.0
2021-01-20_13:50:00,0.0
2021-01-20_13:55:00,0.0
2021-01-20_14:00:00,0.0
2021-01-20_14:05:00,0.0
2021-01-20_14:10:00,0.0
2021-01-20_14:15:00,0.0
2021-01-20_14:20:00,0.0
2021-01-20_14:25:00,0.0
2021-01-20_14:30:00,0.0
2021-01-20_14:35:00,0.0
2021-01-20_14:40:00,0.0
2021-01-20_14:45:00,0.0
2021-01-20_14:50:00,0.0
2021-01-20_14:55:00,0.0
2021-01-20_15:00:00,0.0
2021-01-20_15:05:00,0.0
2021-01-20_15:10:00,0.0
2021-01-20_15:15:00,0.0
2021-01-20_15:20:00,0.0
2021-01-20_15:25:00,0.0
2021-01-20_15:30:00,0.0
2021-01-20_15:35:00,0.0
2021-01-20_15:40:00,0.0
2021-01-20_15:45:00,0.0
2021-01-20_15:50:00,0.0
2021-01-20_15:55:00,0.0
2021-01-20_16:00:00,0.0
2021-01-20_16:05:00,0.0
2021-01-20_16:10:00,0.0
2021-01-20_16:15:00,0.0
2021-01-20_16:20:00,0.0
2021-01-20_16:25:00,3.52
2021-01-20_16:30:00,3.52
2021-01-20_16:35:00,3.16
2021-01-20_16:40:00,3.44
2021-01-20_16:45:00,3.36
2021-01-20_16:50:00,6.48
2021-01-20_16:55:00,10.96
2021-01-20_17:00:00,83.44
2021-01-20_17:05:00,128.0
2021-01-20_17:10:00,10.96
2021-01-20_17:15:00,62.24
2021-01-20_17:20:00,1728.16
2021-01-20_17:30:00,1697.44
2021-01-20_17:35:00,83.92
2021-01-20_17:40:00,92.24
2021-01-20_17:45:00,87.92
2021-01-20_17:50:00,6.0
2021-01-20_17:55:00,6.08
2021-01-20_18:00:00,58.56
2021-01-20_18:05:00,203.28
2021-01-20_18:10:00,10.64
2021-01-20_18:15:00,23.6
2021-01-20_18:20:00,60.64
2021-01-20_18:25:00,121.44
2021-01-20_18:30:00,145.76
2021-01-20_18:35:00,3.76
2021-01-20_18:40:00,3.42
2021-01-20_18:45:00,4.0
2021-01-20_18:50:00,6.24
2021-01-20_18:55:00,1798.88
2021-01-20_19:00:00,1771.52
2021-01-20_19:05:00,1783.68
2021-01-20_19:10:00,1703.12
2021-01-20_19:20:00,111.12
2021-01-20_19:25:00,124.08
2021-01-20_19:30:00,5.92
2021-01-20_19:35:00,30.4
2021-01-20_19:40:00,129.68
2021-01-20_19:45:00,28.24
2021-01-20_19:50:00,3.44
2021-01-20_19:55:00,3.52
2021-01-20_20:00:00,3.52
2021-01-20_20:05:00,3.44
2021-01-20_20:10:00,3.52
2021-01-20_20:20:00,3.52
2021-01-20_20:25:00,3.44
2021-01-20_20:30:00,3.76
